id;code_ifns;name;address;phone;add_info;payment_receiver;oktmo_receiver;inn;kpp;bank_receiver;bik;correspondent_account;account_number;code_reg_authority_le;name_reg_authority_le;address_reg_authority_le;phone_reg_authority_le;add_info_reg_authority_le;code_reg_authority_sp;name_reg_authority_sp;address_reg_authority_sp;phone_reg_authority_sp;add_info_reg_authority_sp;created_at;actualized_at;deleted_at
644;7155;Межрайонная инспекция Федеральной налоговой службы № 11 по Тульской области;,300040,,,Тула г,,Калинина ул,3,,;(4872)40-98-90, 40-58-38, 40-86-46,42-52-07,42-36-58,42-75-78;Код ОКПО:39027618.Понедельник, среда: с 9.00 до 18.00.Вторник, четверг: с 9.00 до 20.00.Пятница: с 9.00. до 16.45.Суббота: 2-я и 4-я субботы месяца с 10.00 до 15.00;УФК по Тульской области;70701000;7105050001;710501001;ОТДЕЛЕНИЕ ТУЛА;47003001;;4,01018E+19;71093;Межрайонная инспекция Федеральной налоговой службы № 10 по Тульской области;,300041,,, Тула г,, Красноармейский пр-кт, д 48, корп 2,;4872-30-22-07, 4872-33-80-83;;71093;Межрайонная инспекция Федеральной налоговой службы № 10 по Тульской области;,300041,,, Тула г,, Красноармейский пр-кт, д 48, корп 2,;4872-30-22-07, 4872-33-80-83;;2018-07-26 07:32:27.948663;2018-07-26 07:32:27.948663;
645;7203;Инспекция Федеральной налоговой службы по г. Тюмени № 3;,625009,Тюменская обл,,Тюмень г,,Товарное шоссе ул,15,,;3452-792300, 3452-792385, 3452-296161,3452-296029, 3452-296030;Код ОКПО:33583672, Режим работы: понедельник, среда, пятница с 08.00 до 17.00, вторник, четверг с 08.00 до 19.00. Дополнительно: 2-я и 4-я суббота месяца с 10.00 до 15.00 без перерыва;УФК по Тюменской области;71701000,72;7203000979;720301001;Отделение Тюмень;47102001;;4,01018E+19;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;2018-07-26 07:32:27.958178;2018-07-26 07:32:27.958178;
646;7205;Межрайонная инспекция Федеральной налоговой службы № 12 по Тюменской области;,627756,Тюменская обл,,Ишим г,,Суворова ул,32/1,,;34551-78600, 34551-78610, 34551-78611, 34551-72974;Код ОКПО:31437446, Режим работы: понедельник, среда, пятница с 08.00 до 17.00, вторник, четверг с 08.00 до 19.00. Дополнительно: 2-я и 4-я суббота месяца с 10.00 до 15.00 без перерыва;УФК по Тюменской области;71603402,71626432,71626452,71626484,71630425,71636420,71705000;7205010965;720501001;Отделение Тюмень;47102001;;4,01018E+19;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;2018-07-26 07:32:27.978825;2018-07-26 07:32:27.978825;
647;7206;Межрайонная инспекция Федеральной налоговой службы № 7 по Тюменской области;,626150,Тюменская обл,,Тобольск г,,10 мкр,50,,;3456-395800, 3456-395875, 3456-395881, 88003000007;Код ОКПО:32735298, Режим работы: понедельник, среда, пятница с 08.00 до 17.00, вторник, четверг с 08.00 до 19.00. Дополнительно: 2-я и 4-я суббота месяца с 10.00 до 15.00 без перерыва;УФК по Тюменской области;71613428,71613432,71613468,71642000,71642430,71648405,71648438,71710000;7206025202;720601001;Отделение Тюмень;47102001;;4,01018E+19;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;2018-07-26 07:32:27.991295;2018-07-26 07:32:27.991295;
648;7207;Межрайонная инспекция Федеральной налоговой службы № 8 по Тюменской области;,627013,Тюменская обл,,Ялуторовск г,,Комсомольская ул,11,,;34535-34903, 34535-34929, 34535-34931, 34535-34930;Код ОКПО:32739735, Режим работы: понедельник, среда, пятница с 08.00 до 17.00, вторник, четверг с 08.00 до 19.00. Дополнительно: 2-я и 4-я суббота месяца с 10.00 до 15.00 без перерыва;УФК по Тюменской области;71624465,71650000,71656000,71656435,71703000,71715000;7207007527;720701001;Отделение Тюмень;47102001;;4,01018E+19;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;2018-07-26 07:32:28.000446;2018-07-26 07:32:28.000446;
649;7220;Межрайонная инспекция Федеральной налоговой службы № 10 по Тюменской области;,627070,Тюменская обл,Омутинский р-н,,Омутинское с,Калинина ул,29,,;34544-33311, 34544-31540, 34544-31342;Код ОКПО:33088895, Режим работы: понедельник, среда, пятница с 08.00 до 17.00, вторник, четверг с 08.00 до 19.00. Дополнительно: 2-я и 4-я суббота месяца с 10.00 до 15.00 без перерыва;УФК по Тюменской области;71605000,71607000,71607405,71607435,71610000,71618000,71653000,71653443,71653465;7220003793;722001001;Отделение Тюмень;47102001;;4,01018E+19;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;2018-07-26 07:32:28.010835;2018-07-26 07:32:28.010835;
650;7224;Межрайонная инспекция Федеральной налоговой службы № 6 по Тюменской области;,625048,Тюменская обл,,Тюмень г,,Малыгина ул,54,,;3452-404849, 3452-404968, 3452-404868, 3452-403597;Код ОКПО:31416591, Режим работы: понедельник, среда, пятница с 08.00 до 17.00, вторник, четверг с 08.00 до 19.00. Дополнительно: 2-я и 4-я суббота месяца с 10.00 до 15.00 без перерыва;УФК по Тюменской области;71632000,71632416,71632440,71632450,71632469,71632475,71644410,71644420,71644425,71644440,71644450,71644451,71644455,71644480,71644485,71658000,71658470;7202104830;720301001;Отделение Тюмень;47102001;;4,01018E+19;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;2018-07-26 07:32:28.027459;2018-07-26 07:32:28.027459;
651;7230;Инспекция Федеральной налоговой службы по г.Тюмени № 1;,625009,Тюменская обл,,Тюмень г,,Товарное шоссе ул,15,,;3452-296206, 3452-296192, 3452-296226;Код ОКПО:26144245, Режим работы: понедельник, среда, пятница с 08.00 до 17.00, вторник, четверг с 08.00 до 19.00. Дополнительно: 2-я и 4-я суббота месяца с 10.00 до 15.00 без перерыва;УФК по Тюменской области;71701000;7202104206;720301001;Отделение Тюмень;47102001;;4,01018E+19;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная инспекция Федеральной налоговой службы № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66, ВТС 8(72)7000;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;2018-07-26 07:32:28.095408;2018-07-26 07:32:28.095408;
652;7309;Межрайонная инспекция Федеральной налоговой службы №4 по Ульяновской области;,433130,Ульяновская обл,Майнский р-н,,Майна рп,Почтовая ул,24,,;84244 2-16-31, справочная;Код ОКПО:25482974. Режим работы: понедельник, среда с 8-00 до 17-00, вторник , четверг с 8-00 до 19-00, пятница с 8-00 до16-00, 1,3 суббота с 10-00 до 15-00.;УФК по Ульяновской области;73602000,73602151,73604000,73604101,73604152,73604154,73604156,73604158,73607000,73607151,73607158,73607450,73610000,73610101,73610158,73614000,73614151,73614158,73614450,73614455,73620000,73620151,73620158,73620420,73620455,73644000,73644151;7309901444;730901001;Отделение Ульяновск;47308001;;4,01018E+19;73035;Межрайонная инспекция Федеральной налоговой службы №4 по Ульяновской области;433130, Ульяновская обл., Майнский район, р.п.Майна, ул.Почтовая, 24;84244-21631;НЕ ДЕЙСТВУЕТ;73035;Межрайонная инспекция Федеральной налоговой службы №4 по Ульяновской области;433130, Ульяновская обл., Майнский район, р.п.Майна, ул.Почтовая, 24;84244-21631;НЕ ДЕЙСТВУЕТ;2018-07-26 07:32:28.106216;2018-07-26 07:32:28.106216;
653;6910;Межрайонная инспекция Федеральной налоговой службы № 4 по Тверской области;,171506,Тверская обл,,Кимры г,,Кирова ул,8,,;(48236) 3-17-39;Код ОКПО:31573735, Режим работы: Понедельник, Среда: 8.45.-18.00, Вторник, Четверг: 8.45-20.00, Пятница: 8.45-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предусмотрен специа;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28622000,28622101,28622402,28622424,28622434,28622438,28624000,28624101,28624404,28624406,28624408,28624412,28624416,28624419,28624430,28624432,28624434,28624438,28624440,28626000,28626151,28626406,28626408,28626412,28626416,28626418,28626422,28628000,28628155,28628406,28628410,28628414,28628416,28628420,28628422,28628423,28628426,28628428,28628430,28628432,28628434,28628435,28726000;6910010900;691001001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.119907;2018-07-26 07:32:28.119907;
654;6912;Межрайонная инспекция Федеральной налоговой службы № 5 по Тверской области;,172527,Тверская обл,,Нелидово г,,Шахтерская ул,7,,;(48266)5-33-98;Код ОКПО:10787113, Режим работы: Понедельник, Среда: 9.00.-18.00, Вторник, Четверг: 9.00-20.00, Пятница: 9.00-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предусмотрен специал;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28606000,28606101,28606404,28614000,28614151,28614412,28616000,28616101,28616153,28643000,28643101,28643404,28643420,28655000,28655101,28655412;6912006931;691201001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.133711;2018-07-26 07:32:28.133711;
655;6913;Межрайонная инспекция Федеральной налоговой службы № 6 по Тверской области;,172730,Тверская обл,,Осташков г,,Рудинская ул,7,,;(48235)5-06-77;Код ОКПО:10815007, Режим работы: Понедельник-Четверг.: 9.00-18.00, Пятница: 9.00-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предусмотрен специальный порядок регистрации : 6;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28602000,28602101,28645000,28645101,28646000,28646151,28650000,28650151,28650416,28650429,28756000;6913008804;691301001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.143827;2018-07-26 07:32:28.143827;
656;6914;Межрайонная инспекция Федеральной налоговой службы № 7 по Тверской области;,172390,Тверская обл,,Ржев г,,Кирова ул,3,,;(48232) 2-18-19;Код ОКПО:31573764, Режим работы: Понедельник-Четверг.: 9.00-18.00, Пятница: 9.00-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предусмотрен специальный порядок регистрации : 69;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28618000,28618101,28644000,28644151,28648000,28653000,28653101,28745000;6914008290;691401001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.157466;2018-07-26 07:32:28.157466;
657;6915;Межрайонная инспекция Федеральной налоговой службы № 8 по Тверской области;,172010,Тверская обл,,Торжок г,,Луначарского ул,119а,,;(48251)2-76-59;Код ОКПО:21382034, Режим работы: Понедельник, Среда: 9.00.-18.00, Вторник, Четверг: 9.00-20.00, Пятница: 9.00-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предусмотрен специал;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28634000,28634101,28638000,28638101,28638155,28638408,28638420,28638422,28654000,28750000;6915006545;691501001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.168574;2018-07-26 07:32:28.168574;
658;6949;Межрайонная инспекция Федеральной налоговой службы № 9 по Тверской области;,170043,,,Тверь г,,Октябрьский пр-кт,26,,;(4822) 37-11-25, (4822) 37-11-26, (4822) 37-11-31;Код ОКПО:93406663. Режим работы: Понедельник, Среда: 9.00.-18.00, Вторник, Четверг: 9.00-20.00, Пятница: 9.00-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предусмотрен специал;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28620155,28620157,28620163,28620408,28620418,28620438,28630000,28630101,28630155,28630158,28630163,28630172,28630174,28630404,28630408,28630438,28647000,28647151,28647404,28647406,28647408,28647414,28647418,28647422,28647424,28647428,28647431,28647440;6950000024;695001001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.181202;2018-07-26 07:32:28.181202;
659;6950;Межрайонная инспекция Федеральной налоговой службы № 10 по Тверской области;,170043,,,Тверь г,,Октябрьский пр-кт,26,,;(4822) 37-10-01;Код ОКПО:93406640. Изм. адреса. Режим работы: Понедельник и Среда: 9.00-18.00, Вторник и Четверг: 9.00-20.00, Пятница: 9.00-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предус;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28701000;6950000017;695001001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.191177;2018-07-26 07:32:28.191177;
671;6678;Межрайонная инспекция Федеральной налоговой службы №24 по Свердловской области;,620107,,,Екатеринбург г,,Стрелочников ул,41,,;8-800-222-22-22 - Единый Контакт-центр (343) 379-10-00-приемная;Код ОКПО:30815410 Режим работы: Пн,Ср: с 9-00 до 18-00, Вт,Чт: с 9-00 до 20-00, Пт: с 9-00 до 17-00, Вторая и четвертая субботы месяца : с 10-00 до 15-00;УФК по Свердловской области;65701000,66;6678000016;667801001;УРАЛЬСКОЕ ГУ БАНКА РОССИИ;46577001;;4,01018E+19;66121;Инспекция Федеральной налоговой службы по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;(343) 379-80-28;;66121;Инспекция Федеральной налоговой службы по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;(343) 379-80-28;;2018-07-26 07:32:28.381558;2018-07-26 07:32:28.381558;
660;6952;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,,Тверь г,,Октябрьский пр-кт,26,,;(4822) 37-12-56, 37-12-01;Код ОКПО:97837526. Изм. адреса и КПП. Режим работы: Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, каждая 2-я и 4-я Субботы месяца: 10.00-15.00, Коды РО по ЮЛ, состоящим на учете в данном НО, в отношении которых предусмотрен специальный порядо;УФК ПО ТВЕРСКОЙ ОБЛАСТИ;28701000;6952000012;695001001;ОТДЕЛЕНИЕ ТВЕРЬ;42809001;;4,01018E+19;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;69345;Межрайонная инспекция Федеральной налоговой службы № 12 по Тверской области;,170043,,, Тверь г,, Октябрьский пр-кт, д 26,,;4822-371201;Режим работы Понедельник-Четверг: 9.00-18.00, Пятница: 9.00-16.45, перерыв 13.00 - 13.45;2018-07-26 07:32:28.204548;2018-07-26 07:32:28.204548;
661;7014;Межрайонная инспекция Федеральной налоговой службы №8 по Томской области;,634009,,,Томск г,,Бердская ул,11а,,;3822-285302, Единый Контакт-центр:8-800-2222222 (бесплатно);Код ОКПО:24636145 Часы приема: понедельник, среда: 9.00 - 18.00, пятница: 9.00 - 16.45, вторник, четверг: 9.00 - 20.00, 1 и 3 субботы месяца: 10.00 - 15.00;УФК по Томской области;69604410,69604420,69604430,69604440,69604444,69604448,69654000,69654408,69654413,69654416,69654417,69654418,69654420,69654428,69654432,69654436,69654448,69654450,69654454,69654455,69654457,69654460,69654463,69654480,69654484,69654492,69710000;7014010065;701701001;Отделение Томск;46902001;;4,01018E+19;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;2018-07-26 07:32:28.215800;2018-07-26 07:32:28.215800;
662;7017;Инспекция Федеральной налоговой службы по г.Томску;,634061,,,Томск г,,Фрунзе пр-кт,55,,;3822-280070 Единый Контакт-центр:8-800-2222222 (бесплатно);Код ОКПО:24635915 Часы приема: понедельник - четверг: 9.00 - 18.00, пятница: 9.00 - 16.45;УФК по Томской области;69701000;7021022569;701701001;Отделение Томск;46902001;;4,01018E+19;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;2018-07-26 07:32:28.237176;2018-07-26 07:32:28.237176;
663;7024;Инспекция Федеральной налоговой службы по ЗАТО Северск Томской области;,636035,Томская обл,,Северск г,,Коммунистический пр-т,5,,;3823-908903 Единый Контакт-центр:8-800-2222222 (бесплатно);Код ОКПО:24635967 Часы приема: понедельник, среда: 9.00 - 18.00, пятница: 9.00 - 16.45, вторник, четверг: 9.00 - 20.00, 1 и 3 субботы месяца: 10.00 - 15.00;УФК по Томской области;69741000;7024003317;702401001;Отделение Томск;46902001;;4,01018E+19;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;2018-07-26 07:32:28.250290;2018-07-26 07:32:28.250290;
664;7025;Межрайонная инспекция Федеральной налоговой службы № 1 по Томской области;,636840,Томская обл,,Асино г,,Стадионная ул,35,,;38241-27901 Единый Контакт-центр:8-800-2222222 (бесплатно);Код ОКПО:24635921 Часы приема: понедельник, среда: 9.00 - 18.00, пятница: 9.00 - 16.45, вторник, четверг: 9.00 - 20.00, 2 и 4 субботы месяца: 10.00 - 15.00;УФК по Томской области;69608000,69608101,69608408,69608410,69608440,69608450,69608460,69608480,69616151,69616410,69616420,69616440,69616445,69616450,69616470,69616480,69616490,69620000,69620410,69620420,69620430,69620440,69620450,69632000,69632101,69632405,69632407,69632415,69632420,69632455,69632465,69632485,69632490,69648000,69648422,69648425,69648430,69648440,69648445,69648450,69652000,69652410,69652420,69652440,69652460;7002010261;700201001;Отделение Томск;46902001;;4,01018E+19;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;2018-07-26 07:32:28.266836;2018-07-26 07:32:28.266836;
665;7026;Межрайонная инспекция Федеральной налоговой службы № 2 по Томской области;,636160,Томская обл,,,Кожевниково с,Кирова ул,30,,;38244-23922 Единый Контакт-центр:8-800-2222222 (бесплатно);Код ОКПО:24636062 Часы приема: понедельник, среда: 9.00 - 18.00, пятница: 9.00 - 16.45, вторник, четверг: 9.00 - 20.00, 2 и 4 субботы месяца: 10.00 - 15.00;УФК по Томской области;69612000,69612415,69612417,69612420,69612455,69612460,69612475,69624000,69624416,69624422,69624424,69624440,69624442,69624448,69624452,69624456,69624472,69624476,69624480,69624484,69628000,69628435,69628440,69628445,69628460,69628465,69628470,69628475,69628480,69636000,69636405,69636410,69636420,69636423,69636440,69636445,69636450,69640000,69640422,69640425,69640427,69640440,69640450,69644000,69644410,69644430,69644440,69644445,69644455,69656000,69656430,69656450,69656455,69656460,69658000,69658405,69658415,69658450,69658455,69658460,69658485,69707000;7008005758;700801001;Отделение Томск;46902001;;4,01018E+19;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;70118;Межрайонная инспекция Федеральной налоговой службы №7 по Томской области;,634003,,, Томск г,, Соляная пл, д 5,,;Единый Контакт-центр:8-800-2222222 (бесплатно);;2018-07-26 07:32:28.278516;2018-07-26 07:32:28.278516;
666;6658;Инспекция Федеральной налоговой службы по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22 - Единый Контакт-центр (343) 379-80-01-приемная;Код ОКПО:32252631 Режим работы: Пн,Ср: с 9-00 до 18-00, Вт,Чт: с 9-00 до 20-00, Пт: с 9-00 до 17-00, Вторая и четвертая субботы месяца : с 10-00 до 15-00;УФК по Свердловской области;65701000;6658040003;665801001;УРАЛЬСКОЕ ГУ БАНКА РОССИИ;46577001;;4,01018E+19;66121;Инспекция Федеральной налоговой службы по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;(343) 379-80-28;;66121;Инспекция Федеральной налоговой службы по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;(343) 379-80-28;;2018-07-26 07:32:28.289690;2018-07-26 07:32:28.289690;
